SubjectID,TrialIndex,MasterTrialID,TotalTrials,ComparisonType,Scene,LeftMetric,LeftLevel,LeftVideo,RightMetric,RightLevel,RightVideo,ChosenSide,ChosenMetric,ChosenLevel,ChosenVideo,RejectedMetric,RejectedLevel,RejectedVideo,ResponseTime_sec,PresentationFPS
Jorge,30,598,720,INTER-DISTORTION,subway,temporal-resolution-multiplexing,level2,subway_temporal-resolution-multiplexing_level2.mp4,dlss_rr,level2,subway_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,subway_dlss_rr_level2.mp4,temporal-resolution-multiplexing,level2,subway_temporal-resolution-multiplexing_level2.mp4,5.5792,240.01
Jorge,31,144,720,INTER-DISTORTION,bistro_exterior,restir,level2,bistro_exterior_restir_level2.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,LEFT,restir,level2,bistro_exterior_restir_level2.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,5.9792,239.98
Jorge,32,596,720,INTER-DISTORTION,subway,stutter,level2,subway_stutter_level2.mp4,dlss_rr,level2,subway_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,subway_dlss_rr_level2.mp4,stutter,level2,subway_stutter_level2.mp4,3.8,240.01
Jorge,33,717,720,INTER-DISTORTION,zeroday,restir,level1,zeroday_restir_level1.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,RIGHT,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,restir,level1,zeroday_restir_level1.mp4,7.8468,239.94
Jorge,34,237,720,INTER-DISTORTION,bistro_interior,restir,level1,bistro_interior_restir_level1.mp4,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,RIGHT,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,restir,level1,bistro_interior_restir_level1.mp4,3.9083,239.99
Jorge,35,175,720,INTRA-DISTORTION,bistro_interior,noise_colors,level0,bistro_interior_noise_colors_level0.mp4,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,LEFT,noise_colors,level0,bistro_interior_noise_colors_level0.mp4,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,5.7339,239.95
Jorge,36,264,720,INTRA-DISTORTION,classroom,temporal-resolution-multiplexing,level0,classroom_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level2,classroom_temporal-resolution-multiplexing_level2.mp4,LEFT,temporal-resolution-multiplexing,level0,classroom_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level2,classroom_temporal-resolution-multiplexing_level2.mp4,3.6,239.99
Jorge,37,528,720,INTER-DISTORTION,pink_room,stutter,level2,pink_room_stutter_level2.mp4,judder,level2,pink_room_judder_level2.mp4,RIGHT,judder,level2,pink_room_judder_level2.mp4,stutter,level2,pink_room_stutter_level2.mp4,6.9083,240.0
Jorge,38,183,720,INTRA-DISTORTION,bistro_interior,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,temporal-resolution-multiplexing,level2,bistro_interior_temporal-resolution-multiplexing_level2.mp4,LEFT,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,temporal-resolution-multiplexing,level2,bistro_interior_temporal-resolution-multiplexing_level2.mp4,2.8542,240.0
Jorge,39,212,720,INTER-DISTORTION,bistro_interior,motion_resolution,level2,bistro_interior_motion_resolution_level2.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,RIGHT,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,motion_resolution,level2,bistro_interior_motion_resolution_level2.mp4,3.1458,239.99
Jorge,40,443,720,INTER-DISTORTION,marbles,noise_colors,level1,marbles_noise_colors_level1.mp4,judder,level1,marbles_judder_level1.mp4,RIGHT,judder,level1,marbles_judder_level1.mp4,noise_colors,level1,marbles_noise_colors_level1.mp4,5.1542,240.0
Jorge,41,645,720,INTRA-DISTORTION,zeroday,judder,level2,zeroday_judder_level2.mp4,judder,level1,zeroday_judder_level1.mp4,RIGHT,judder,level1,zeroday_judder_level1.mp4,judder,level2,zeroday_judder_level2.mp4,6.4917,239.99
Jorge,42,449,720,INTER-DISTORTION,marbles,temporal-resolution-multiplexing,level1,marbles_temporal-resolution-multiplexing_level1.mp4,judder,level1,marbles_judder_level1.mp4,RIGHT,judder,level1,marbles_judder_level1.mp4,temporal-resolution-multiplexing,level1,marbles_temporal-resolution-multiplexing_level1.mp4,4.2042,240.0
Jorge,43,185,720,INTER-DISTORTION,bistro_interior,judder,level1,bistro_interior_judder_level1.mp4,dlss_rr,level1,bistro_interior_dlss_rr_level1.mp4,LEFT,judder,level1,bistro_interior_judder_level1.mp4,dlss_rr,level1,bistro_interior_dlss_rr_level1.mp4,4.0667,240.1
Jorge,44,401,720,INTRA-DISTORTION,marbles,dlss_rr,level0,marbles_dlss_rr_level0.mp4,dlss_rr,level1,marbles_dlss_rr_level1.mp4,LEFT,dlss_rr,level0,marbles_dlss_rr_level0.mp4,dlss_rr,level1,marbles_dlss_rr_level1.mp4,3.6542,240.0
Jorge,45,539,720,INTER-DISTORTION,pink_room,temporal-resolution-multiplexing,level1,pink_room_temporal-resolution-multiplexing_level1.mp4,motion_noise,level1,pink_room_motion_noise_level1.mp4,RIGHT,motion_noise,level1,pink_room_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,pink_room_temporal-resolution-multiplexing_level1.mp4,7.3417,240.0
Jorge,46,513,720,INTER-DISTORTION,pink_room,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,restir,level1,pink_room_restir_level1.mp4,LEFT,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,restir,level1,pink_room_restir_level1.mp4,8.375,240.0
Jorge,47,349,720,INTER-DISTORTION,landscape,motion_resolution,level1,landscape_motion_resolution_level1.mp4,dlss_rr,level1,landscape_dlss_rr_level1.mp4,LEFT,motion_resolution,level1,landscape_motion_resolution_level1.mp4,dlss_rr,level1,landscape_dlss_rr_level1.mp4,5.1833,239.99
Jorge,48,160,720,INTER-DISTORTION,bistro_exterior,stutter,level2,bistro_exterior_stutter_level2.mp4,temporal-resolution-multiplexing,level2,bistro_exterior_temporal-resolution-multiplexing_level2.mp4,LEFT,stutter,level2,bistro_exterior_stutter_level2.mp4,temporal-resolution-multiplexing,level2,bistro_exterior_temporal-resolution-multiplexing_level2.mp4,7.8792,239.99
Jorge,49,662,720,INTRA-DISTORTION,zeroday,temporal-resolution-multiplexing,level0,zeroday_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,LEFT,temporal-resolution-multiplexing,level0,zeroday_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,3.2833,239.97
Jorge,50,268,720,INTER-DISTORTION,classroom,motion_noise,level2,classroom_motion_noise_level2.mp4,dlss_rr,level2,classroom_dlss_rr_level2.mp4,LEFT,motion_noise,level2,classroom_motion_noise_level2.mp4,dlss_rr,level2,classroom_dlss_rr_level2.mp4,5.0625,240.0
Jorge,51,379,720,INTER-DISTORTION,landscape,motion_noise,level1,landscape_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,landscape_temporal-resolution-multiplexing_level1.mp4,LEFT,motion_noise,level1,landscape_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,landscape_temporal-resolution-multiplexing_level1.mp4,2.9667,239.99
Jorge,52,651,720,INTRA-DISTORTION,zeroday,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,LEFT,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,2.6542,239.99
Jorge,53,214,720,INTER-DISTORTION,bistro_interior,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,RIGHT,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,2.9917,239.98
Jorge,54,560,720,INTER-DISTORTION,pink_room,stutter,level2,pink_room_stutter_level2.mp4,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,RIGHT,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,stutter,level2,pink_room_stutter_level2.mp4,5.4917,240.02
Jorge,55,705,720,INTER-DISTORTION,zeroday,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,stutter,level1,zeroday_stutter_level1.mp4,RIGHT,stutter,level1,zeroday_stutter_level1.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,3.1625,239.99
Jorge,56,647,720,INTRA-DISTORTION,zeroday,motion_noise,level1,zeroday_motion_noise_level1.mp4,motion_noise,level0,zeroday_motion_noise_level0.mp4,LEFT,motion_noise,level1,zeroday_motion_noise_level1.mp4,motion_noise,level0,zeroday_motion_noise_level0.mp4,5.2542,240.01
Jorge,57,703,720,INTER-DISTORTION,zeroday,restir,level1,zeroday_restir_level1.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,LEFT,restir,level1,zeroday_restir_level1.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,4.5,239.99
Jorge,58,459,720,INTER-DISTORTION,marbles,motion_noise,level1,marbles_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,marbles_temporal-resolution-multiplexing_level1.mp4,LEFT,motion_noise,level1,marbles_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,marbles_temporal-resolution-multiplexing_level1.mp4,3.4375,240.0
Jorge,59,465,720,INTER-DISTORTION,marbles,motion_resolution,level1,marbles_motion_resolution_level1.mp4,stutter,level1,marbles_stutter_level1.mp4,RIGHT,stutter,level1,marbles_stutter_level1.mp4,motion_resolution,level1,marbles_motion_resolution_level1.mp4,4.0667,240.0
Jorge,60,532,720,INTER-DISTORTION,pink_room,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,motion_noise,level2,pink_room_motion_noise_level2.mp4,RIGHT,motion_noise,level2,pink_room_motion_noise_level2.mp4,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,3.6208,240.0
Jorge,61,571,720,INTRA-DISTORTION,subway,motion_resolution,level1,subway_motion_resolution_level1.mp4,motion_resolution,level2,subway_motion_resolution_level2.mp4,LEFT,motion_resolution,level1,subway_motion_resolution_level1.mp4,motion_resolution,level2,subway_motion_resolution_level2.mp4,6.4208,239.99
Jorge,62,216,720,INTER-DISTORTION,bistro_interior,restir,level2,bistro_interior_restir_level2.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,RIGHT,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,restir,level2,bistro_interior_restir_level2.mp4,2.8292,240.0
Jorge,63,169,720,INTRA-DISTORTION,bistro_interior,motion_noise,level0,bistro_interior_motion_noise_level0.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,LEFT,motion_noise,level0,bistro_interior_motion_noise_level0.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,4.0583,240.0
Jorge,64,329,720,INTRA-DISTORTION,landscape,motion_noise,level0,landscape_motion_noise_level0.mp4,motion_noise,level2,landscape_motion_noise_level2.mp4,LEFT,motion_noise,level0,landscape_motion_noise_level0.mp4,motion_noise,level2,landscape_motion_noise_level2.mp4,7.9958,240.0
Jorge,65,697,720,INTER-DISTORTION,zeroday,stutter,level1,zeroday_stutter_level1.mp4,motion_noise,level1,zeroday_motion_noise_level1.mp4,LEFT,stutter,level1,zeroday_stutter_level1.mp4,motion_noise,level1,zeroday_motion_noise_level1.mp4,6.2417,239.99
Jorge,66,464,720,INTER-DISTORTION,marbles,motion_resolution,level2,marbles_motion_resolution_level2.mp4,restir,level2,marbles_restir_level2.mp4,RIGHT,restir,level2,marbles_restir_level2.mp4,motion_resolution,level2,marbles_motion_resolution_level2.mp4,4.2083,239.99
Jorge,67,424,720,INTRA-DISTORTION,marbles,temporal-resolution-multiplexing,level2,marbles_temporal-resolution-multiplexing_level2.mp4,temporal-resolution-multiplexing,level0,marbles_temporal-resolution-multiplexing_level0.mp4,RIGHT,temporal-resolution-multiplexing,level0,marbles_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level2,marbles_temporal-resolution-multiplexing_level2.mp4,3.3417,239.99
Jorge,68,587,720,INTER-DISTORTION,subway,dlss_rr,level1,subway_dlss_rr_level1.mp4,motion_noise,level1,subway_motion_noise_level1.mp4,LEFT,dlss_rr,level1,subway_dlss_rr_level1.mp4,motion_noise,level1,subway_motion_noise_level1.mp4,3.6333,240.0
Jorge,69,134,720,INTER-DISTORTION,bistro_exterior,noise_colors,level2,bistro_exterior_noise_colors_level2.mp4,motion_noise,level2,bistro_exterior_motion_noise_level2.mp4,RIGHT,motion_noise,level2,bistro_exterior_motion_noise_level2.mp4,noise_colors,level2,bistro_exterior_noise_colors_level2.mp4,5.65,239.99
Jorge,70,383,720,INTER-DISTORTION,landscape,restir,level1,landscape_restir_level1.mp4,motion_resolution,level1,landscape_motion_resolution_level1.mp4,LEFT,restir,level1,landscape_restir_level1.mp4,motion_resolution,level1,landscape_motion_resolution_level1.mp4,4.2125,240.02
Jorge,71,35,720,INTER-DISTORTION,attic,dlss_rr,level1,attic_dlss_rr_level1.mp4,stutter,level1,attic_stutter_level1.mp4,RIGHT,stutter,level1,attic_stutter_level1.mp4,dlss_rr,level1,attic_dlss_rr_level1.mp4,4.7625,239.99
Jorge,72,436,720,INTER-DISTORTION,marbles,stutter,level2,marbles_stutter_level2.mp4,dlss_rr,level2,marbles_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,marbles_dlss_rr_level2.mp4,stutter,level2,marbles_stutter_level2.mp4,3.4583,240.0
Jorge,73,84,720,INTRA-DISTORTION,bistro_exterior,judder,level0,bistro_exterior_judder_level0.mp4,judder,level1,bistro_exterior_judder_level1.mp4,RIGHT,judder,level1,bistro_exterior_judder_level1.mp4,judder,level0,bistro_exterior_judder_level0.mp4,5.3042,240.01
Jorge,74,554,720,INTER-DISTORTION,pink_room,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,noise_colors,level2,pink_room_noise_colors_level2.mp4,RIGHT,noise_colors,level2,pink_room_noise_colors_level2.mp4,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,5.9583,240.0
Jorge,75,629,720,INTER-DISTORTION,subway,restir,level1,subway_restir_level1.mp4,noise_colors,level1,subway_noise_colors_level1.mp4,RIGHT,noise_colors,level1,subway_noise_colors_level1.mp4,restir,level1,subway_restir_level1.mp4,2.7583,239.97
Jorge,76,71,720,INTER-DISTORTION,attic,stutter,level1,attic_stutter_level1.mp4,noise_colors,level1,attic_noise_colors_level1.mp4,LEFT,stutter,level1,attic_stutter_level1.mp4,noise_colors,level1,attic_noise_colors_level1.mp4,3.6542,239.99
Jorge,77,650,720,INTRA-DISTORTION,zeroday,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,RIGHT,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,4.2292,239.98
Jorge,78,689,720,INTER-DISTORTION,zeroday,judder,level1,zeroday_judder_level1.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,LEFT,judder,level1,zeroday_judder_level1.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,4.625,239.99
Jorge,79,280,720,INTER-DISTORTION,classroom,motion_noise,level2,classroom_motion_noise_level2.mp4,judder,level2,classroom_judder_level2.mp4,LEFT,motion_noise,level2,classroom_motion_noise_level2.mp4,judder,level2,classroom_judder_level2.mp4,6.4375,240.01
Jorge,80,198,720,INTER-DISTORTION,bistro_interior,temporal-resolution-multiplexing,level2,bistro_interior_temporal-resolution-multiplexing_level2.mp4,dlss_rr,level2,bistro_interior_dlss_rr_level2.mp4,LEFT,temporal-resolution-multiplexing,level2,bistro_interior_temporal-resolution-multiplexing_level2.mp4,dlss_rr,level2,bistro_interior_dlss_rr_level2.mp4,3.6417,240.0
Jorge,81,698,720,INTER-DISTORTION,zeroday,stutter,level2,zeroday_stutter_level2.mp4,motion_noise,level2,zeroday_motion_noise_level2.mp4,RIGHT,motion_noise,level2,zeroday_motion_noise_level2.mp4,stutter,level2,zeroday_stutter_level2.mp4,3.8792,239.97
Jorge,82,51,720,INTER-DISTORTION,attic,motion_resolution,level1,attic_motion_resolution_level1.mp4,motion_noise,level1,attic_motion_noise_level1.mp4,RIGHT,motion_noise,level1,attic_motion_noise_level1.mp4,motion_resolution,level1,attic_motion_resolution_level1.mp4,2.9667,240.0
Jorge,83,266,720,INTER-DISTORTION,classroom,dlss_rr,level2,classroom_dlss_rr_level2.mp4,judder,level2,classroom_judder_level2.mp4,LEFT,dlss_rr,level2,classroom_dlss_rr_level2.mp4,judder,level2,classroom_judder_level2.mp4,4.5583,239.99
Jorge,84,141,720,INTER-DISTORTION,bistro_exterior,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,noise_colors,level1,bistro_exterior_noise_colors_level1.mp4,RIGHT,noise_colors,level1,bistro_exterior_noise_colors_level1.mp4,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,3.4083,240.02
Jorge,85,135,720,INTER-DISTORTION,bistro_exterior,motion_noise,level1,bistro_exterior_motion_noise_level1.mp4,restir,level1,bistro_exterior_restir_level1.mp4,LEFT,motion_noise,level1,bistro_exterior_motion_noise_level1.mp4,restir,level1,bistro_exterior_restir_level1.mp4,5.1458,239.99
Jorge,86,67,720,INTER-DISTORTION,attic,motion_resolution,level1,attic_motion_resolution_level1.mp4,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,LEFT,motion_resolution,level1,attic_motion_resolution_level1.mp4,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,6.4667,240.0
Jorge,87,131,720,INTER-DISTORTION,bistro_exterior,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,motion_noise,level1,bistro_exterior_motion_noise_level1.mp4,RIGHT,motion_noise,level1,bistro_exterior_motion_noise_level1.mp4,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,3.8375,239.98
Jorge,88,484,720,INTRA-DISTORTION,pink_room,judder,level1,pink_room_judder_level1.mp4,judder,level0,pink_room_judder_level0.mp4,LEFT,judder,level1,pink_room_judder_level1.mp4,judder,level0,pink_room_judder_level0.mp4,5.4042,240.0
